occupation,original_occupation,matched_kldb_code,matched_kldb_title,original_matched_kldb_title,similarity_score
militär seelsorger,militärseelsorger,28132,ring spinner,ringspinner,0.99771386
abgeordnetenmitarbeiter,abgeordnetenmitarbeiter,71402,abgeordnetenassistentin,abgeordnetenassistentin,0.9976925
selbständig diplom informatiker,selbständig diplom informatiker,26312,fernmeldekabel monteur,fernmeldekabelmonteur,0.997686
fach ober schüler,fachoberschüler,84213,kunst gewerbe schullehrer,kunstgewerbeschullehrer,0.997685
kind ärztin,kinderärztin,84404,dozentin,dozentin erwachsenenbildung,0.99768406
selbständig maschi technik,selbständig maschinenbautechniker,23212,schrift setzer technik,schriftsetzer montagetechnik,0.99768376
paedagoge jus vollzug,paedagoge justizvollzug,84214,beruf schaft pädagoge,berufs wirtschaftspädagoge pädagogin,0.99768305
angestellter öffentlichen dienst,angestellter öffentlichen dienst,73212,sozialversicherung fachangestellte ken vers,sozialversicherungsfachangestellte r allg krankenversich,0.997683
bundesvorsitzender,bundesvorsitzender,71214,bundestagsabgeordnete,bundestagsabgeordnete r,0.9976792
landesvorsitzende,landesvorsitzende bündnis die grünen,83112,spielplatz betreuer,spielplatz und spielmobilbetreuer,0.9976791
krim ina lob kommissar,kriminaloberkommissar,53223,kommissar,kommissar polizei,0.99766856
vors richter am lg a d,vors richter am lg a d,23312,fmta foto medientechnische r assistent,fmta foto medientechnische r assistent,0.99766815
patoralreferent,patoralreferent,24412,konstrukt ion schlosserin,konstruktionsschlosserin,0.9976664
beteuungsbeauftragter,beteuungsbeauftragter,84223,vertrags lehrmeister,vertragslehrmeister,0.9976582
selbstständige podo login,selbstständige podologin,93593,lichtreklame hersteller meisterin,lichtreklameherstellermeisterin,0.99765635
personaldezernent,personaldezernent,84304,privatdozentin,privatdozentin hochschule,0.9976457
krankenpflege schüler,krankenpflegeschüler,24222,schwert schleifer,schwertschleifer,0.99763685
krim ina lob,kriminaloberkommisar a d,51393,silo meisterin,silomeisterin,0.99763554
privat gelehrter,privat gelehrter,28312,beschichter,beschichter leder,0.9976262
erster kreis rat,erster kreisrat,63112,kur verwaltung fach mann,kurverwaltungsfachmann frau,0.99762535
handel attaché,handelsattaché,72212,fachkraft führung,fachkraft buchführung rechtsgeschäfte,0.99762106
ober rechtsrat,oberrechtsrat,73154,gerichtsvorstand,gerichtsvorstand richter,0.99761987
hochschulingenieur ion technik,hochschulingenieur informationstechnik,84304,hochschullehrer stoff ingenieur wesen,hochschullehrer werkstoffingenieurwesen,0.9976169
schülerin,schülerin,29212,schicht müllerin,schichtmüllerin,0.99761456
innenminister,innenminister,71214,minister,minister,0.99760854
selbständig gewerbetreibender,selbständig gewerbetreibender,61122,vertriebs sachbearbeiter,vertriebssachbearbeiter,0.99760556
staedtisch rechtsrat,staedtischer oberrechtsrat,28142,kaschierer textilveredlung,kaschierer textilveredlung,0.997602
forst ober rat,forstoberrat,28312,ober led gerber,oberledergerber,0.99760175
personalrat vorsitz,personalratsvorsitzer,21112,vorrichtung hauer,vorrichtungshauerin,0.99759847
selbständig kommunikat ion design,selbständig kommunikationsdesigner,23222,kommunikat ion design fachschule,kommunikationsdesigner berufsfachschule,0.9975927
rechtsanwaeltin,rechtsanwaeltin,83133,heilerzieherin,heilerzieherin,0.99758273
paedagogischer mitarbeiter,paedagogischer mitarbeiter,91334,pädagogische r mitarbeiterin,pädagogische r mitarbeiterin,0.9975822
selbstständiger vers run fach mann,selbstständiger versicherungsfachmann,93693,meister str bauer hand werk,meister blasinstrumentenbauerhandwerk,0.9975807
erster kreisbeigeordneter,erster kreisbeigeordneter,84294,maschinist schulleiterin,maschinistenschulleiterin,0.9975787
säugling,säuglings,81302,säugling schwester,säuglingsschwester pfleger,0.99757624
bay eris ch,bayerischer,83112,erzieherin esso,erzieherin montessori pädagogik,0.9975739
selbständig techniker,selbständig techniker,61313,sachverständige r arrondierung,sachverständige r arrondierung,0.99756664
dioezesan sekret,dioezesansekretaer,61142,zigarette automat,zigarettenautomatenbefüller,0.99756294
bevollmaechtigter,bevollmaechtigter,71424,simultandolmetscher,simultandolmetscher,0.9975604
kultus,kultus,94623,fundus verwalter,fundusverwalter,0.9975575
angestellter öffentlicher dienst,angestellter öffentlicher dienst,73252,justiz fachangestellte,justizfachangestellte r,0.9975522
referendar,referendar,11711,abrinder,abrinder,0.9975371
paedagoge,paedagoge,81723,reitpädagoge ische,reitpädagoge pädagogin heiltherapeutisches reiten,0.9975324
selbständig graf design,selbständig grafikdesigner,28122,seide stoff web,seidenstoffweber,0.9975298
selbständiger,selbständiger,83383,telefon seelsorger,telefonseelsorger,0.997529
z z haus frau,z z hausfrau,43112,dv kaufmann frau,dv kaufmann frau,0.9975288
selbständig rechtsan walt,selbständig rechtsanwalt,61313,sachverständige r arrondierung,sachverständige r arrondierung,0.99752617
selbstständiger rest aura tor objekte,selbstständiger restaurator antiken holzobjekten,73294,bezirk geschäft führerin run,bezirksgeschäftsführerin sozialversicherung,0.9975258
parlament sekret,parlamentarischer staatssekretaer,71433,parlament steno graf,parlamentsstenograf,0.9975137
diplom mitte techno login,diplom lebensmitteltechnologin,83314,theo loge login ch,theologe theologin freikirchen,0.9975102
kommunale integrat ion,kommunale integrations,93603,instrumente technikerin,instrumententechnikerin,0.99750817
selbständig logis berater,selbständig logistikberater,83383,telefon seelsorger,telefonseelsorger,0.997503
ministerialrätin,ministerialrätin a d,27393,meisterin kontrolle,meisterin qualitätskontrolle,0.99750155
bunde rat referent,bundesratsreferent,84533,bunde sportwart,bundessportwart tanzsport,0.9975005
selbständig diplom ökonom,selbständig diplom ökonom,51623,ingenieur ökonom wirt port,ingenieurökonom soz betriebswirtsch transportw,0.9975003
supervisor,supervisor,81883,medical advisor,medical advisor,0.9974976
polizei ober kommissar,polizeioberkommissar,84214,fach lehrer polizei,fachlehrer bundespolizei,0.9974921
pensionärin,pensionärin,81504,veterinär medizin,veterinärmediziner,0.9974905
referent ministerium,referent kultusministerium,81212,lab oratorium assistentin ische,laboratoriumsassistentin medizinisches labor,0.9974902
polizei ober rat,polizeioberrat,84214,polizei schullehrerin,polizeischullehrerin,0.9974854
zahn ärztin,zahnärztin,81242,vmta veterinär medizin,vmta veterinärmedizinisch technische r assistent,0.99747825
ökologis ch,ökologischer gärtner,81212,serologis ch,serologische r assistent,0.9974782
freie jour ali,freie journalistin,33293,meisterin schutz gewerbe,meisterin holz und bautenschutzgewerbe,0.99747425
freier ch,freier berater ökologischen land,82233,berater management,berater gewichtsmanagement,0.9974717
polizei ober meister,polizeiobermeister,33393,meister runge,meister isolierungen,0.9974688
selbstständiger mathematiker,selbstständiger mathematiker,53322,hygiene sachbearbeiterin,hygienesachbearbeiterin,0.9974642
schadens regulierer run gewerbe,schadensregulierer versicherungsgewerbe,72132,schadens regulierer run,schadensregulierer versicherung,0.99746096
angestellte beim land schleswig holstein,angestellte beim land schleswig holstein,23101,verpackungsmittel hersteller helferin,verpackungsmittelherstellerhelferin,0.99745923
studie referendar,studienreferendar,71524,studie berater,studienberater,0.9974583
freiwilligendienst tender,freiwilligendienstleistender,73282,verwaltung fachangestellte werk organisation,verwaltungsfachangestellte r handwerksorganisation ihk,0.9974322
ober amt rat,oberamtsrat,73124,amt notar,amtsnotar,0.9974254
forst ober amt rat,forstoberamtsrat,73294,forst amt leiter,forstamtsleiter,0.99742514
a d,a d,73283,bea,beamt er allg innere verwaltung geh dienst,0.99742484
bunde beamter,bundesbeamter,26312,beamter,beamter beamtin fernmeldeaufklärung mittl dienst,0.9974242
deputy,deputy head bafin,94114,xylophon,xylophon spieler,0.9974161
abiturient,abiturient,24232,verz ahnung,verzahnungsstoßer,0.9974009
kommunalbeamter,kommunalbeamter,73201,kommunalb amt,kommunalbeamt er einf dienst,0.9973954
selbständig kommunikat ion beraterin,selbständig kommunikationsberaterin,21352,glas apparat justierer schreiber,glasapparatejustierer wachsschreiber in,0.9973917
rechtsreferendarin,rechtsreferendarin,81212,gericht medizin ische,gerichtsmedizinische r assistent,0.9973887
parlemtarischer,parlemtarischer,84213,lehrer wirt schaft,lehrer hauswirtschaft,0.9973867
selbständig management coach,selbständig management coach,92382,assistentin geschäft führung,assistentin filmgeschäftsführung,0.9973809
bunde bank direktor,bundesbankdirektor,72194,bank direktor,bankdirektor,0.9973796
selbständig person alb rat,selbständig personalberaterin,23412,drucker form bearbeitung,drucker druckformbearbeitung,0.9973707
psychologie,psychologie,81301,psychiatrie helfer,psychiatriehelfer,0.99736774
selbstständiger unternehmer,selbstständiger unternehmer,31194,bauunternehmerin,bauunternehmerin,0.99736434
ltd run direktorin,ltd regierungsdirektorin,23213,dtp layouterin,dtp layouterin,0.9973617
bunde außenminister,bundesaußenminister,81393,leitende pflegefachkraft,leitende pflegefachkraft,0.9973558
geschäfstsführer,geschäfstsführer,22322,sägeführer,sägeführer,0.9973506
selbstständiger energie berater,selbstständiger energieberater,43224,system berater,systemberater edv,0.9973476
gewerkschaftsvorsitzender,gewerkschaftsvorsitzender,71104,vorstandsvorsitzende,vorstandsvorsitzende r,0.99733466
selbstständiger radio,selbstständiger radio,62262,werk stoff berater,werkstoffberater farben lacke,0.9973214
selbständig grafik,selbständig grafik,28122,seide stoff web,seidenstoffweber,0.99731857
neben erwerb land wirt,nebenerwerbslandwirt,53312,gewerbe aufseherin,gewerbeaufseherin,0.9973181
selbständig untern berater,selbständig unternehmensberater,61313,sachverständige r arrondierung,sachverständige r arrondierung,0.99731725
selbständig fina dienstleister,selbständig finanzdienstleister,26123,techn angestellte r prozeßleitelektronik,techn angestellte r prozeßleitelektronik,0.9973059
eg fach referent,eg fachreferent,92424,fach lektor,fachlektor,0.9972991
vorstand i r,vorstand i r,29222,back ian lage fuhr,bäckereianlagenführer,0.9972962
selbstständiger diplom designer,selbstständiger diplom designer,27314,prüfstand ingenieur,prüfstandingenieur,0.9972807
dgb kreis vorsitz,dgb kreisvorsitzender,21112,aushauerin bergbau,aushauerin bergbau,0.99727863
leitender angstellter,leitender angstellter,71524,personalberater,personalberater,0.99727595
heilpaedagogik,heilpaedagogik,83112,erzieherin dorf pädagogik,erzieherin waldorfpädagogik,0.99727005
kämmerin,kämmerin,93652,orgel stimmer,orgelstimmer,0.99726427
zivildienst tender,zivildienstleistender,51532,verkehrsdienst assistent,verkehrsdienstassistent flugdienst,0.99725497
paedagogin,paedagogin,84424,religion pädagoge,religionspädagoge pädagogin jüdische gemeinden,0.99725235
baecker,baecker,52313,flieger,flieger,0.99725014
schüler uri,schüler abiturient,29233,schlachterei technik,schlachtereitechniker,0.9972467
ökotrophologin,ökotrophologin,82284,ökotrophologe,ökotrophologe ökotrophologin,0.9972451
fach ärztin,fachärztin kinder,84404,dozentin,dozentin erwachsenenbildung,0.9972399
rechtsanwältin,rechtsanwältin,84144,seminar leiter anwärter,seminarleiter förderlehreranwärter innen,0.9972307
freie texterin,freie texterin,93432,kunst auge bläserin,kunstaugenbläserin,0.99722815
bunde beau,bundesbeauftagter den zivildienst,73154,bunde richterin,bundesrichterin,0.9972271
bunde justiz ministerin,bundesjustizministerin,73253,justiz verwaltung bea,justizverwaltungsbeamt er geh dienst,0.9972209
senior copywriter,senior copywriter,92434,technical writer,technical writer,0.99721795
selbstständige,selbstständige,72112,bankangestellte,bankangestellte r,0.99721515
selbständig antiquar,selbständig antiquar,28142,kreuzspule färber,kreuzspulenfärber,0.9972091
bunde innenminister,bundesinnenminister,71394,außenstelle leiter,außenstellenleiter,0.9972038
z z angeste ion,z z angestellte gal fraktion,91124,wirt schaft anglist,wirtschaftsanglist,0.9971929
schüler,schüler,84223,lehrschweißer,lehrschweißer,0.9971878
inklusionsbeauftragte,inklusionsbeauftragte,27312,qualität inspekteurin,qualitätsinspekteurin,0.99718314
nrw,nrw,73134,mitarbeit walt,mitarbeiter rechtsabteilung rechtsanwalt,0.9971794
allgemeinärztin,allgemeinärztin,81444,hno arzt ärztin,hno arzt ärztin,0.9971732
erwerb,erwerbslosen berater,61123,kunde werberin,kundenwerberin,0.9971706
gymnasialrätin,gymnasialrätin,84124,gymnasiallehrerin,gymnasiallehrerin,0.9971655
selbstständiger untern berater,selbstständiger unternehmensberater,11102,lohn unternehmerin wirt schaft,lohnunternehmerin landwirtschaftlich,0.9971385
anwältin,anwältin,73253,amt sa walt anwältin,amtsanwalt amtsanwältin fh,0.99713284
abiturientin,abiturientin,72144,finanz analystin,finanzanalystin,0.99711907
selbstständige untern beraterin,selbstständige unternehmensberaterin,11102,lohn unternehmerin wirt schaft,lohnunternehmerin landwirtschaftlich,0.99711627
ltd branche,ltd angestellter digitalbranche,23213,dtp layouterin,dtp layouterin,0.9971157
rhetorik lehrer,rhetoriklehrer,84404,rhetorik trainer,rhetoriktrainer,0.9970895
beamte,beamte,21412,grobkeramwerkerin,grobkeramwerkerin,0.997066
selbstständig,selbstständig,84194,mitte schuldirektor,mittelschuldirektor,0.99704206
selbstständiger,selbstständiger,71393,projektsteuerer,projektsteuerer steuerin,0.99702716
lehrbeauftragter,lehrbeauftragter,61113,technische r einkäufer,technische r einkäufer,0.9969837
leitender landesgeschaeftsfuehrer,leitender landesgeschaeftsfuehrer,11493,binnenfischerei meisterin,binnenfischereimeisterin,0.9969754
des auswärtigen,des auswärtigen,51242,wehrwärter,wehrwärter,0.996943
ministerialbeamter,ministerialbeamter,28132,baumwollspinnerin,baumwollspinnerin,0.9969157
gymnasial,gymnasial,81713,heilgymnastin,heilgymnastin,0.99691045
mda,mda,11212,alm hirte,almhirte hirtin melker,0.99686235
baeuerin,baeuerin,11322,bereiterin,bereiterin,0.9968573
erster bevollmächtigter,erster bevollmächtigter,73184,prozessbevollmächtigte,prozessbevollmächtigte r,0.9968528
baeckermeister,baeckermeister,23493,drucker meister,druckermeister,0.99685234
ober forst rat,oberforstrat,51321,rat bote,ratsbote botin,0.9968241
ba european studies,ba european studies,73324,bibliothek ion wissenschaftlerin,bibliotheks und informationswissenschaftlerin,0.99681735
aerztin,aerztin,93342,holz vergolder,holzvergolder,0.9968032
auswärtigen amt,auswärtigen amt,23112,kochwärter herstellung,kochwärter papierherstellung,0.9968025
selbständig unternehmerin,selbständig unternehmerin,52532,seilbahn aufseher,seilbahnaufseher,0.99678415
verteidigung,verteidigung,73134,verteidiger,verteidiger strafsachen,0.99676424
staedtischer rechtsrat,staedtischer rechtsrat,73184,wirt schaft rechtssachverständige,wirtschaftsrechtssachverständige r,0.9967512
auktionator,auktionator,61132,auktionator teig,auktionator versteiger er in,0.9967301
mde,mde,11212,alm hirte,almhirte hirtin melker,0.99672747
regierungsangestellter,regierungsangestellter,71401,anmelder,anmelder,0.99671197
selbständig politologe,selbständig politologe,23212,raster setzer,rastersetzer,0.99670786
umschüler ute,umschüler zum ergotherapeuten,11712,forst baumschulbesitzer,forstbaumschulbesitzer,0.9966872
geschaeftsfuehrerin,geschaeftsfuehrerin,84414,oboe lehrerin,oboenlehrerin,0.9966657
gewerkschaftsangestellter,gewerkschaftsangestellter,53322,fachkraft überwachung,fachkraft hygieneüberwachung,0.99666214
lehramt referendar,lehramtsreferendar,84124,lehramt sa wart,lehramtsanwärter,0.99658054
